2020/02/27 18:11:56,+00020.8,********,-0000003,-0000002,+0000000,********,-0000003
2020/02/27 18:17:00,+00020.3,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:18:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:20:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:22:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:24:43,+00020.3,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:26:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:28:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:30:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:32:43,+00020.4,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:34:43,+00020.3,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:36:43,+00020.3,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 18:38:43,+00020.3,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 18:40:43,+00020.3,********,+0000001,+0000000,+0000000,********,-0000001
2020/02/27 18:42:43,+00020.2,********,+0000000,+0000000,+0000000,********,-0000001
2020/02/27 18:44:43,+00020.2,********,+0000000,-0000001,+0000000,********,+0000000
2020/02/27 18:46:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 18:48:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 18:50:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 18:52:43,+00020.3,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 18:54:43,+00020.3,********,+0000000,-0000001,-0000001,********,-0000001
2020/02/27 18:56:43,+00020.3,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 18:58:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 19:00:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000002
2020/02/27 19:02:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 19:04:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 19:06:43,+00020.2,********,+0000000,-0000001,+0000000,********,-0000001
2020/02/27 19:08:43,+00020.9,********,+0000000,-0000001,+0000000,********,-0000002
2020/02/27 19:10:43,+00021.7,********,+0000000,+0000000,+0000000,********,-0000001
2020/02/27 19:12:43,+00022.8,********,+0000000,+0000000,+0000000,********,-0000001
2020/02/27 19:14:43,+00024.1,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 19:16:43,+00025.5,********,+0000000,+0000000,+0000000,********,+0000000
2020/02/27 19:18:43,+00027.0,********,-0000001,+0000001,+0000000,********,+0000000
2020/02/27 19:20:43,+00028.7,********,-0000001,+0000001,+0000000,********,+0000001
2020/02/27 19:22:43,+00030.3,********,-0000002,+0000001,+0000000,********,+0000002
2020/02/27 19:24:43,+00031.8,********,-0000002,+0000002,+0000000,********,+0000002
2020/02/27 19:26:43,+00033.4,********,-0000003,+0000003,+0000000,********,+0000003
2020/02/27 19:28:43,+00034.7,********,-0000003,+0000003,+0000001,********,+0000004
2020/02/27 19:30:43,+00035.7,********,-0000003,+0000004,+0000000,********,+0000004
2020/02/27 19:32:43,+00036.3,********,-0000004,+0000004,+0000001,********,+0000005
2020/02/27 19:34:43,+00036.8,********,-0000004,+0000004,+0000001,********,+0000006
2020/02/27 19:36:43,+00037.0,********,-0000004,+0000004,+0000001,********,+0000006
2020/02/27 19:38:43,+00037.2,********,-0000004,+0000005,+0000001,********,+0000006
2020/02/27 19:40:43,+00037.5,********,-0000004,+0000005,+0000001,********,+0000007
2020/02/27 19:42:43,+00037.6,********,-0000004,+0000005,+0000001,********,+0000007
2020/02/27 19:44:43,+00037.7,********,-0000004,+0000006,+0000002,********,+0000008
2020/02/27 19:46:43,+00037.7,********,-0000004,+0000006,+0000002,********,+0000008
2020/02/27 19:48:43,+00038.2,********,-0000004,+0000006,+0000002,********,+0000009
2020/02/27 19:50:43,+00039.0,********,-0000004,+0000007,+0000003,********,+0000009
2020/02/27 19:52:43,+00040.1,********,-0000004,+0000007,+0000003,********,+0000010
2020/02/27 19:54:43,+00041.3,********,-0000004,+0000008,+0000003,********,+0000011
2020/02/27 19:56:43,+00042.8,********,-0000004,+0000008,+0000004,********,+0000011
2020/02/27 19:58:43,+00044.0,********,-0000004,+0000009,+0000004,********,+0000012
2020/02/27 20:00:43,+00044.9,********,-0000004,+0000009,+0000004,********,+0000013
2020/02/27 20:02:43,+00045.6,********,-0000004,+0000010,+0000004,********,+0000014
2020/02/27 20:04:43,+00046.0,********,-0000004,+0000010,+0000005,********,+0000014
2020/02/27 20:06:43,+00046.2,********,-0000004,+0000010,+0000005,********,+0000015
2020/02/27 20:08:43,+00046.5,********,-0000004,+0000011,+0000005,********,+0000015
2020/02/27 20:10:43,+00046.6,********,-0000004,+0000011,+0000005,********,+0000015
2020/02/27 20:12:43,+00046.7,********,-0000004,+0000011,+0000006,********,+0000016
2020/02/27 20:14:43,+00046.9,********,-0000003,+0000012,+0000006,********,+0000016
2020/02/27 20:16:43,+00046.9,********,-0000003,+0000012,+0000006,********,+0000017
2020/02/27 20:18:43,+00047.4,********,-0000003,+0000012,+0000007,********,+0000017
2020/02/27 20:20:43,+00048.2,********,-0000003,+0000013,+0000007,********,+0000017
2020/02/27 20:22:43,+00049.3,********,-0000003,+0000013,+0000007,********,+0000018
2020/02/27 20:24:43,+00050.5,********,-0000003,+0000014,+0000007,********,+0000019
2020/02/27 20:26:43,+00051.9,********,-0000002,+0000015,+0000008,********,+0000020
2020/02/27 20:28:43,+00053.1,********,-0000003,+0000015,+0000008,********,+0000021
2020/02/27 20:30:43,+00054.1,********,-0000003,+0000016,+0000009,********,+0000021
2020/02/27 20:32:43,+00054.7,********,-0000002,+0000016,+0000009,********,+0000022
2020/02/27 20:34:43,+00055.2,********,-0000002,+0000017,+0000009,********,+0000023
2020/02/27 20:36:43,+00055.4,********,-0000002,+0000017,+0000009,********,+0000023
2020/02/27 20:38:43,+00055.7,********,-0000002,+0000018,+0000010,********,+0000024
2020/02/27 20:40:43,+00055.8,********,-0000002,+0000017,+0000010,********,+0000024
2020/02/27 20:42:43,+00055.9,********,-0000001,+0000018,+0000010,********,+0000025
2020/02/27 20:44:43,+00056.0,********,-0000001,+0000018,+0000011,********,+0000025
2020/02/27 20:46:43,+00056.1,********,-0000001,+0000019,+0000011,********,+0000026
2020/02/27 20:48:43,+00056.0,********,-0000001,+0000019,+0000011,********,+0000026
2020/02/27 20:50:43,+00055.6,********,-0000001,+0000019,+0000011,********,+0000026
2020/02/27 20:52:43,+00055.1,********,-0000001,+0000019,+0000011,********,+0000026
2020/02/27 20:54:43,+00054.6,********,+0000000,+0000019,+0000011,********,+0000025
2020/02/27 20:56:43,+00054.0,********,+0000000,+0000019,+0000012,********,+0000026
2020/02/27 20:58:43,+00053.5,********,+0000001,+0000019,+0000012,********,+0000026
2020/02/27 21:00:43,+00052.9,********,+0000001,+0000019,+0000012,********,+0000025
2020/02/27 21:02:43,+00052.3,********,+0000001,+0000019,+0000012,********,+0000026
2020/02/27 21:04:43,+00051.8,********,+0000001,+0000018,+0000012,********,+0000025
2020/02/27 21:06:43,+00051.1,********,+0000001,+0000019,+0000012,********,+0000025
2020/02/27 21:08:43,+00050.5,********,+0000002,+0000018,+0000012,********,+0000025
2020/02/27 21:10:43,+00050.0,********,+0000002,+0000018,+0000013,********,+0000025
2020/02/27 21:12:43,+00049.3,********,+0000002,+0000018,+0000012,********,+0000025
2020/02/27 21:14:43,+00048.7,********,+0000003,+0000018,+0000012,********,+0000025
2020/02/27 21:16:43,+00048.2,********,+0000003,+0000018,+0000012,********,+0000024
2020/02/27 21:18:43,+00047.5,********,+0000003,+0000017,+0000013,********,+0000024
2020/02/27 21:20:43,+00047.0,********,+0000004,+0000017,+0000013,********,+0000024
2020/02/27 21:22:43,+00046.5,********,+0000004,+0000017,+0000013,********,+0000023
2020/02/27 21:24:43,+00046.0,********,+0000004,+0000017,+0000013,********,+0000023
2020/02/27 21:26:43,+00045.6,********,+0000004,+0000017,+0000013,********,+0000023
2020/02/27 21:28:43,+00045.6,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:30:43,+00045.6,********,+0000005,+0000016,+0000013,********,+0000023
2020/02/27 21:32:43,+00045.8,********,+0000005,+0000016,+0000013,********,+0000023
2020/02/27 21:34:43,+00046.1,********,+0000005,+0000016,+0000013,********,+0000023
2020/02/27 21:36:43,+00046.4,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:38:43,+00046.6,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:40:43,+00046.8,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:42:43,+00047.0,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:44:43,+00047.0,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:46:43,+00047.0,********,+0000005,+0000017,+0000013,********,+0000024
2020/02/27 21:48:43,+00047.1,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:50:43,+00047.1,********,+0000005,+0000016,+0000013,********,+0000023
2020/02/27 21:52:43,+00047.0,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:54:43,+00047.1,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:56:43,+00047.2,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 21:58:43,+00047.5,********,+0000005,+0000017,+0000013,********,+0000023
2020/02/27 22:00:43,+00048.2,********,+0000005,+0000017,+0000014,********,+0000024
2020/02/27 22:02:43,+00049.3,********,+0000005,+0000018,+0000013,********,+0000024
2020/02/27 22:04:43,+00050.6,********,+0000005,+0000018,+0000014,********,+0000025
2020/02/27 22:06:43,+00051.9,********,+0000004,+0000018,+0000013,********,+0000025
2020/02/27 22:08:43,+00053.2,********,+0000004,+0000018,+0000014,********,+0000026
2020/02/27 22:10:43,+00054.1,********,+0000004,+0000019,+0000014,********,+0000026
2020/02/27 22:12:43,+00054.8,********,+0000004,+0000019,+0000014,********,+0000026
2020/02/27 22:14:43,+00055.3,********,+0000003,+0000020,+0000014,********,+0000026
2020/02/27 22:16:43,+00055.4,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:18:43,+00055.6,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:20:43,+00055.8,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:22:43,+00055.9,********,+0000002,+0000020,+0000014,********,+0000027
2020/02/27 22:24:43,+00056.0,********,+0000003,+0000020,+0000014,********,+0000028
2020/02/27 22:26:43,+00056.0,********,+0000003,+0000021,+0000014,********,+0000028
2020/02/27 22:28:43,+00055.9,********,+0000003,+0000021,+0000014,********,+0000028
2020/02/27 22:30:43,+00055.6,********,+0000003,+0000021,+0000014,********,+0000027
2020/02/27 22:32:43,+00055.0,********,+0000003,+0000020,+0000014,********,+0000028
2020/02/27 22:34:43,+00054.5,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:36:43,+00054.0,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:38:43,+00053.5,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:40:43,+00052.9,********,+0000003,+0000020,+0000014,********,+0000027
2020/02/27 22:42:43,+00052.3,********,+0000004,+0000020,+0000014,********,+0000027
2020/02/27 22:44:43,+00051.6,********,+0000004,+0000020,+0000015,********,+0000027
2020/02/27 22:46:43,+00051.0,********,+0000004,+0000020,+0000015,********,+0000026
2020/02/27 22:48:43,+00050.4,********,+0000005,+0000019,+0000015,********,+0000026
2020/02/27 22:50:43,+00049.8,********,+0000005,+0000019,+0000014,********,+0000026
2020/02/27 22:52:43,+00049.2,********,+0000005,+0000019,+0000014,********,+0000026
2020/02/27 22:54:43,+00048.6,********,+0000005,+0000019,+0000015,********,+0000025
2020/02/27 22:56:43,+00047.9,********,+0000005,+0000019,+0000015,********,+0000025
2020/02/27 22:58:43,+00047.3,********,+0000006,+0000019,+0000014,********,+0000025
2020/02/27 23:00:43,+00046.8,********,+0000006,+0000018,+0000015,********,+0000025
2020/02/27 23:02:43,+00046.3,********,+0000006,+0000018,+0000014,********,+0000025
2020/02/27 23:04:43,+00045.8,********,+0000007,+0000018,+0000014,********,+0000024
2020/02/27 23:06:43,+00045.4,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:08:43,+00045.3,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:10:43,+00045.5,********,+0000007,+0000017,+0000015,********,+0000024
2020/02/27 23:12:43,+00045.7,********,+0000007,+0000017,+0000015,********,+0000024
2020/02/27 23:14:43,+00045.9,********,+0000007,+0000017,+0000015,********,+0000024
2020/02/27 23:16:43,+00046.3,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:18:43,+00046.5,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:20:43,+00046.7,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:22:43,+00046.8,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:24:43,+00046.9,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:26:43,+00047.0,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:28:43,+00047.0,********,+0000007,+0000018,+0000014,********,+0000024
2020/02/27 23:30:43,+00047.0,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:32:43,+00047.0,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:34:43,+00047.1,********,+0000007,+0000018,+0000014,********,+0000024
2020/02/27 23:36:43,+00047.1,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:38:43,+00047.5,********,+0000007,+0000018,+0000015,********,+0000024
2020/02/27 23:40:43,+00048.3,********,+0000007,+0000018,+0000015,********,+0000025
2020/02/27 23:42:43,+00049.2,********,+0000007,+0000018,+0000015,********,+0000025
2020/02/27 23:44:43,+00050.5,********,+0000007,+0000019,+0000015,********,+0000025
2020/02/27 23:46:43,+00052.0,********,+0000006,+0000019,+0000015,********,+0000026
2020/02/27 23:48:43,+00053.3,********,+0000006,+0000019,+0000015,********,+0000026
2020/02/27 23:50:43,+00054.1,********,+0000005,+0000020,+0000015,********,+0000026
2020/02/27 23:52:43,+00054.7,********,+0000005,+0000020,+0000015,********,+0000027
2020/02/27 23:54:43,+00055.2,********,+0000005,+0000020,+0000015,********,+0000027
2020/02/27 23:56:43,+00055.4,********,+0000005,+0000020,+0000015,********,+0000027
2020/02/27 23:58:43,+00055.6,********,+0000004,+0000021,+0000015,********,+0000028
2020/02/28 00:00:43,+00055.8,********,+0000004,+0000021,+0000015,********,+0000028
2020/02/28 00:02:43,+00055.9,********,+0000004,+0000021,+0000015,********,+0000028
2020/02/28 00:04:43,+00056.0,********,+0000004,+0000021,+0000015,********,+0000028
2020/02/28 00:06:43,+00056.0,********,+0000004,+0000021,+0000015,********,+0000028
